,buying,maint,doors,persons,lug_boot,safety,rating
238,high,high,5more,4,med,high,acc
239,low,low,4,4,small,high,good
239,high,high,4,more,small,high,good
239,low,low,3,more,big,high,good
239,low,low,4,4,small,high,acc
239,high,high,4,more,small,high,acc
239,low,low,3,more,big,high,acc
239,low,low,4,4,small,high,vgood
239,high,high,4,more,small,high,vgood
239,low,low,3,more,big,high,vgood
240,vhigh,med,2,more,big,low,unacc
240,low,med,3,4,small,high,unacc
240,vhigh,med,2,more,big,low,good
240,low,med,3,4,small,high,good
241,med,med,3,more,big,high,vgood
242,low,med,2,more,big,med,good
242,low,low,5more,more,med,high,good
242,low,med,2,more,big,med,vgood
242,low,low,5more,more,med,high,vgood
243,low,med,3,4,big,high,vgood
243,high,high,5more,4,big,high,vgood
243,vhigh,med,3,2,small,low,vgood
243,low,med,3,4,big,high,acc
243,high,high,5more,4,big,high,acc
243,vhigh,med,3,2,small,low,acc
243,low,med,3,4,big,high,unacc
243,high,high,5more,4,big,high,unacc
243,vhigh,med,3,2,small,low,unacc
244,high,med,5more,more,big,med,acc
244,low,med,2,4,med,high,acc
244,vhigh,med,3,2,small,med,acc
244,med,med,4,4,med,high,acc
244,high,med,5more,more,big,med,good
244,low,med,2,4,med,high,good
244,vhigh,med,3,2,small,med,good
244,med,med,4,4,med,high,good
244,high,med,5more,more,big,med,unacc
244,low,med,2,4,med,high,unacc
244,vhigh,med,3,2,small,med,unacc
244,med,med,4,4,med,high,unacc
244,high,med,5more,more,big,med,vgood
244,low,med,2,4,med,high,vgood
244,vhigh,med,3,2,small,med,vgood
244,med,med,4,4,med,high,vgood
245,med,med,5more,4,small,high,acc
245,med,low,4,4,med,med,acc
245,vhigh,med,3,2,small,high,acc
245,low,low,4,4,big,high,acc
245,med,med,5more,4,small,high,good
245,med,low,4,4,med,med,good
245,vhigh,med,3,2,small,high,good
245,low,low,4,4,big,high,good
245,med,med,5more,4,small,high,unacc
245,med,low,4,4,med,med,unacc
245,vhigh,med,3,2,small,high,unacc
245,low,low,4,4,big,high,unacc
245,med,med,5more,4,small,high,vgood
245,med,low,4,4,med,med,vgood
245,vhigh,med,3,2,small,high,vgood
245,low,low,4,4,big,high,vgood
246,low,low,4,4,small,high,good
246,vhigh,med,5more,4,big,high,good
246,vhigh,med,3,2,med,low,good
246,med,med,2,4,big,high,good
246,low,low,4,4,small,high,acc
246,vhigh,med,5more,4,big,high,acc
246,vhigh,med,3,2,med,low,acc
246,med,med,2,4,big,high,acc
246,low,low,4,4,small,high,unacc
246,vhigh,med,5more,4,big,high,unacc
246,vhigh,med,3,2,med,low,unacc
246,med,med,2,4,big,high,unacc
246,low,low,4,4,small,high,vgood
246,vhigh,med,5more,4,big,high,vgood
246,vhigh,med,3,2,med,low,vgood
246,med,med,2,4,big,high,vgood
247,low,high,5more,more,big,high,vgood
247,low,med,3,more,med,med,vgood
247,high,high,4,more,big,high,vgood
247,low,high,5more,more,big,high,good
247,low,med,3,more,med,med,good
247,high,high,4,more,big,high,good
247,low,high,5more,more,big,high,acc
247,low,med,3,more,med,med,acc
247,high,high,4,more,big,high,acc
248,vhigh,med,3,2,med,high,unacc
249,med,low,4,4,big,high,vgood
249,high,low,5more,more,med,med,vgood
249,vhigh,med,3,2,big,low,vgood
249,med,low,4,4,big,high,acc
249,high,low,5more,more,med,med,acc
249,vhigh,med,3,2,big,low,acc
249,med,low,4,4,big,high,unacc
249,high,low,5more,more,med,med,unacc
249,vhigh,med,3,2,big,low,unacc
250,vhigh,med,3,2,big,med,unacc
250,med,med,5more,more,big,high,unacc
250,low,low,5more,4,big,med,unacc
250,vhigh,med,3,2,big,med,vgood
250,med,med,5more,more,big,high,vgood
250,low,low,5more,4,big,med,vgood
250,vhigh,med,3,2,big,med,good
250,med,med,5more,more,big,high,good
250,low,low,5more,4,big,med,good
251,vhigh,med,3,2,big,high,unacc
251,low,med,5more,4,big,high,unacc
251,low,vhigh,3,more,med,high,unacc
251,med,low,2,more,big,med,unacc
251,vhigh,med,3,2,big,high,vgood
251,low,med,5more,4,big,high,vgood
251,low,vhigh,3,more,med,high,vgood
251,med,low,2,more,big,med,vgood
251,vhigh,med,3,2,big,high,acc
251,low,med,5more,4,big,high,acc
251,low,vhigh,3,more,med,high,acc
251,med,low,2,more,big,med,acc
251,vhigh,med,3,2,big,high,good
251,low,med,5more,4,big,high,good
251,low,vhigh,3,more,med,high,good
251,med,low,2,more,big,med,good
252,low,low,3,more,big,high,vgood
252,med,low,5more,4,big,med,vgood
252,low,low,3,more,big,high,good
252,med,low,5more,4,big,med,good
253,low,high,3,more,small,high,acc
253,vhigh,med,3,4,small,med,acc
253,low,med,3,more,small,high,acc
253,low,high,3,more,small,high,unacc
253,vhigh,med,3,4,small,med,unacc
253,low,med,3,more,small,high,unacc
253,low,high,3,more,small,high,good
253,vhigh,med,3,4,small,med,good
253,low,med,3,more,small,high,good
254,low,high,2,4,big,high,vgood
254,med,high,4,4,small,high,vgood
254,low,high,2,4,big,high,acc
254,med,high,4,4,small,high,acc
255,vhigh,med,3,4,med,low,unacc
255,low,low,4,4,big,high,unacc
255,med,high,5more,more,med,high,unacc
255,med,low,4,4,med,med,unacc
255,vhigh,med,3,4,med,low,vgood
255,low,low,4,4,big,high,vgood
255,med,high,5more,more,med,high,vgood
255,med,low,4,4,med,med,vgood
255,vhigh,med,3,4,med,low,acc
255,low,low,4,4,big,high,acc
255,med,high,5more,more,med,high,acc
255,med,low,4,4,med,med,acc
255,vhigh,med,3,4,med,low,good
255,low,low,4,4,big,high,good
255,med,high,5more,more,med,high,good
255,med,low,4,4,med,med,good
256,low,high,5more,4,big,high,vgood
256,vhigh,med,3,4,med,med,vgood
256,low,med,5more,4,big,med,vgood
256,low,med,3,more,small,med,vgood
256,low,high,5more,4,big,high,unacc
256,vhigh,med,3,4,med,med,unacc
256,low,med,5more,4,big,med,unacc
256,low,med,3,more,small,med,unacc
256,low,high,5more,4,big,high,good
256,vhigh,med,3,4,med,med,good
256,low,med,5more,4,big,med,good
256,low,med,3,more,small,med,good
256,low,high,5more,4,big,high,acc
256,vhigh,med,3,4,med,med,acc
256,low,med,5more,4,big,med,acc
256,low,med,3,more,small,med,acc
257,med,med,4,more,med,high,vgood
258,med,med,5more,4,big,high,vgood
258,low,vhigh,4,4,small,high,vgood
258,med,med,5more,4,big,high,acc
258,low,vhigh,4,4,small,high,acc
259,low,med,3,more,small,high,good
259,vhigh,low,2,4,big,med,good
259,low,med,3,more,small,high,acc
259,vhigh,low,2,4,big,med,acc
260,low,low,3,more,big,med,good
260,high,med,3,4,med,high,good
260,low,low,3,more,big,med,acc
260,high,med,3,4,med,high,acc
261,med,high,3,4,big,high,acc
261,low,med,5more,4,small,high,acc
261,vhigh,med,3,more,small,low,acc
261,low,low,5more,4,med,high,acc
261,med,high,3,4,big,high,good
261,low,med,5more,4,small,high,good
261,vhigh,med,3,more,small,low,good
261,low,low,5more,4,med,high,good
261,med,high,3,4,big,high,unacc
261,low,med,5more,4,small,high,unacc
261,vhigh,med,3,more,small,low,unacc
261,low,low,5more,4,med,high,unacc
261,med,high,3,4,big,high,vgood
261,low,med,5more,4,small,high,vgood
261,vhigh,med,3,more,small,low,vgood
261,low,low,5more,4,med,high,vgood
262,low,high,5more,4,med,high,vgood
262,high,med,3,4,small,high,vgood
262,low,high,5more,4,med,high,acc
262,high,med,3,4,small,high,acc
263,med,low,5more,more,med,med,good
263,low,low,4,more,med,high,good
263,med,low,5more,more,med,med,vgood
263,low,low,4,more,med,high,vgood
264,low,med,4,more,big,med,good
264,low,med,4,more,med,high,good
264,med,high,3,more,big,med,good
264,low,med,4,more,big,med,vgood
264,low,med,4,more,med,high,vgood
264,med,high,3,more,big,med,vgood
264,low,med,4,more,big,med,acc
264,low,med,4,more,med,high,acc
264,med,high,3,more,big,med,acc
265,low,med,3,more,med,high,vgood
265,med,low,3,4,med,high,vgood
265,low,low,3,4,small,med,vgood
265,low,med,3,more,med,high,good
265,med,low,3,4,med,high,good
265,low,low,3,4,small,med,good
265,low,med,3,more,med,high,acc
265,med,low,3,4,med,high,acc
265,low,low,3,4,small,med,acc
266,med,med,5more,4,med,high,vgood
267,high,med,2,4,med,high,acc
268,med,med,4,4,med,high,vgood
268,low,high,5more,4,big,med,vgood
268,low,med,4,4,med,med,vgood
268,med,med,4,4,med,high,acc
268,low,high,5more,4,big,med,acc
268,low,med,4,4,med,med,acc
268,med,med,4,4,med,high,good
268,low,high,5more,4,big,med,good
268,low,med,4,4,med,med,good
269,low,med,4,4,med,high,vgood
269,high,low,3,4,big,high,vgood
269,med,low,4,more,med,med,vgood
269,low,med,4,4,med,high,acc
269,high,low,3,4,big,high,acc
269,med,low,4,more,med,med,acc
269,low,med,4,4,med,high,good
269,high,low,3,4,big,high,good
269,med,low,4,more,med,med,good
270,med,high,2,4,big,med,acc
271,low,med,4,4,small,high,good
271,vhigh,med,4,2,small,med,good
271,med,med,5more,4,small,high,good
271,low,med,4,4,small,high,unacc
271,vhigh,med,4,2,small,med,unacc
271,med,med,5more,4,small,high,unacc
271,low,med,4,4,small,high,acc
271,vhigh,med,4,2,small,med,acc
271,med,med,5more,4,small,high,acc
272,med,high,5more,4,med,med,acc
272,low,med,2,more,big,med,acc
272,low,low,4,4,big,high,acc
272,vhigh,med,4,2,small,high,acc
272,med,high,5more,4,med,med,good
272,low,med,2,more,big,med,good
272,low,low,4,4,big,high,good
272,vhigh,med,4,2,small,high,good
272,med,high,5more,4,med,med,vgood
272,low,med,2,more,big,med,vgood
272,low,low,4,4,big,high,vgood
272,vhigh,med,4,2,small,high,vgood
272,med,high,5more,4,med,med,unacc
272,low,med,2,more,big,med,unacc
272,low,low,4,4,big,high,unacc
272,vhigh,med,4,2,small,high,unacc
273,low,low,2,4,big,med,good
273,vhigh,med,4,more,small,high,good
273,med,low,2,more,big,high,good
273,vhigh,med,4,2,med,low,good
273,low,low,2,4,big,med,acc
273,vhigh,med,4,more,small,high,acc
273,med,low,2,more,big,high,acc
273,vhigh,med,4,2,med,low,acc
273,low,low,2,4,big,med,vgood
273,vhigh,med,4,more,small,high,vgood
273,med,low,2,more,big,high,vgood
273,vhigh,med,4,2,med,low,vgood
273,low,low,2,4,big,med,unacc
273,vhigh,med,4,more,small,high,unacc
273,med,low,2,more,big,high,unacc
273,vhigh,med,4,2,med,low,unacc
274,vhigh,med,4,2,med,med,unacc
274,med,low,3,more,small,high,unacc
274,vhigh,med,4,2,med,med,good
274,med,low,3,more,small,high,good
275,low,low,5more,more,big,high,vgood
276,high,low,5more,4,med,high,acc
276,med,med,5more,more,med,high,acc
276,high,low,5more,4,med,high,vgood
276,med,med,5more,more,med,high,vgood
277,vhigh,med,4,2,big,med,unacc
277,low,med,3,4,small,high,unacc
277,vhigh,med,4,2,big,med,good
277,low,med,3,4,small,high,good
278,low,med,3,4,big,high,vgood
278,low,vhigh,5more,more,small,high,vgood
278,low,med,3,4,big,high,acc
278,low,vhigh,5more,more,small,high,acc
279,low,low,2,4,small,high,good
279,vhigh,med,4,4,small,low,good
279,low,low,2,4,small,high,unacc
279,vhigh,med,4,4,small,low,unacc
280,low,low,3,more,big,high,vgood
281,low,med,3,more,small,high,good
282,med,high,5more,more,med,med,acc
282,vhigh,med,4,4,med,low,acc
282,med,low,4,4,small,high,acc
282,low,low,4,more,big,high,acc
282,med,high,5more,more,med,med,unacc
282,vhigh,med,4,4,med,low,unacc
282,med,low,4,4,small,high,unacc
282,low,low,4,more,big,high,unacc
282,med,high,5more,more,med,med,good
282,vhigh,med,4,4,med,low,good
282,med,low,4,4,small,high,good
282,low,low,4,more,big,high,good
282,med,high,5more,more,med,med,vgood
282,vhigh,med,4,4,med,low,vgood
282,med,low,4,4,small,high,vgood
282,low,low,4,more,big,high,vgood
283,high,med,3,4,big,med,acc
283,med,low,3,4,small,high,acc
283,high,med,3,4,big,med,good
283,med,low,3,4,small,high,good
284,low,low,5more,4,med,high,vgood
285,med,low,5more,4,med,high,vgood
285,vhigh,med,4,4,big,low,vgood
285,low,low,4,4,small,high,vgood
285,med,low,5more,4,med,high,unacc
285,vhigh,med,4,4,big,low,unacc
285,low,low,4,4,small,high,unacc
285,med,low,5more,4,med,high,good
285,vhigh,med,4,4,big,low,good
285,low,low,4,4,small,high,good
286,vhigh,low,5more,4,small,high,acc
286,med,low,4,4,med,high,acc
286,low,med,4,4,med,med,acc
286,vhigh,low,5more,4,small,high,vgood
286,med,low,4,4,med,high,vgood
286,low,med,4,4,med,med,vgood
286,vhigh,low,5more,4,small,high,good
286,med,low,4,4,med,high,good
286,low,med,4,4,med,med,good
287,low,low,5more,4,big,med,good
287,med,med,5more,4,small,med,good
287,low,low,5more,4,big,med,acc
287,med,med,5more,4,small,med,acc
288,vhigh,med,4,more,small,low,unacc
288,high,high,2,4,big,high,unacc
288,low,low,4,more,big,med,unacc
288,vhigh,med,4,more,small,low,acc
288,high,high,2,4,big,high,acc
288,low,low,4,more,big,med,acc
288,vhigh,med,4,more,small,low,good
288,high,high,2,4,big,high,good
288,low,low,4,more,big,med,good
289,vhigh,med,4,more,small,med,unacc
289,med,vhigh,3,4,med,high,unacc
289,med,low,4,more,med,med,unacc
289,low,low,3,more,big,high,unacc
289,vhigh,med,4,more,small,med,acc
289,med,vhigh,3,4,med,high,acc
289,med,low,4,more,med,med,acc
289,low,low,3,more,big,high,acc
289,vhigh,med,4,more,small,med,good
289,med,vhigh,3,4,med,high,good
289,med,low,4,more,med,med,good
289,low,low,3,more,big,high,good
289,vhigh,med,4,more,small,med,vgood
289,med,vhigh,3,4,med,high,vgood
289,med,low,4,more,med,med,vgood
289,low,low,3,more,big,high,vgood
290,med,low,4,more,big,med,good
290,low,low,5more,more,big,high,good
290,med,high,3,more,big,high,good
290,med,low,4,more,big,med,vgood
290,low,low,5more,more,big,high,vgood
290,med,high,3,more,big,high,vgood
290,med,low,4,more,big,med,acc
290,low,low,5more,more,big,high,acc
290,med,high,3,more,big,high,acc
291,vhigh,med,4,more,med,low,unacc
291,med,med,3,4,med,med,unacc
291,vhigh,med,4,more,med,low,acc
291,med,med,3,4,med,med,acc
292,high,low,4,4,med,med,acc
293,low,low,2,4,med,high,good
293,med,med,2,more,med,med,good
293,low,low,2,4,med,high,acc
293,med,med,2,more,med,med,acc
294,vhigh,med,4,more,big,low,unacc
294,med,low,3,more,med,high,unacc
294,low,med,3,4,big,med,unacc
294,vhigh,med,4,more,big,low,vgood
294,med,low,3,more,med,high,vgood
294,low,med,3,4,big,med,vgood
294,vhigh,med,4,more,big,low,good
294,med,low,3,more,med,high,good
294,low,med,3,4,big,med,good
295,low,high,5more,more,big,high,vgood
295,low,vhigh,3,4,big,med,vgood
295,med,low,3,4,med,high,vgood
295,low,high,5more,more,big,high,acc
295,low,vhigh,3,4,big,med,acc
295,med,low,3,4,med,high,acc
295,low,high,5more,more,big,high,good
295,low,vhigh,3,4,big,med,good
295,med,low,3,4,med,high,good
296,low,med,5more,more,big,high,vgood
297,med,high,3,more,big,med,acc
297,vhigh,med,5more,2,small,low,acc
297,low,med,5more,4,med,med,acc
297,low,low,3,more,med,high,acc
297,med,high,3,more,big,med,unacc
297,vhigh,med,5more,2,small,low,unacc
297,low,med,5more,4,med,med,unacc
297,low,low,3,more,med,high,unacc
297,med,high,3,more,big,med,good
297,vhigh,med,5more,2,small,low,good
297,low,med,5more,4,med,med,good
297,low,low,3,more,med,high,good
297,med,high,3,more,big,med,vgood
297,vhigh,med,5more,2,small,low,vgood
297,low,med,5more,4,med,med,vgood
297,low,low,3,more,med,high,vgood
298,vhigh,med,5more,2,small,med,unacc
298,low,med,3,more,small,high,unacc
298,low,vhigh,4,4,med,high,unacc
298,vhigh,med,5more,2,small,med,good
298,low,med,3,more,small,high,good
298,low,vhigh,4,4,med,high,good
298,vhigh,med,5more,2,small,med,acc
298,low,med,3,more,small,high,acc
298,low,vhigh,4,4,med,high,acc
299,med,med,2,more,big,high,vgood
299,low,high,4,4,small,med,vgood
299,low,low,4,4,small,high,vgood
299,vhigh,med,5more,2,small,high,vgood
299,med,med,2,more,big,high,acc
299,low,high,4,4,small,med,acc
299,low,low,4,4,small,high,acc
299,vhigh,med,5more,2,small,high,acc
299,med,med,2,more,big,high,good
299,low,high,4,4,small,med,good
299,low,low,4,4,small,high,good
299,vhigh,med,5more,2,small,high,good
299,med,med,2,more,big,high,unacc
299,low,high,4,4,small,med,unacc
299,low,low,4,4,small,high,unacc
299,vhigh,med,5more,2,small,high,unacc
300,med,low,2,more,big,med,good
300,low,med,5more,more,big,high,good
300,vhigh,med,5more,2,med,low,good
300,med,low,2,more,big,med,vgood
300,low,med,5more,more,big,high,vgood
300,vhigh,med,5more,2,med,low,vgood
300,med,low,2,more,big,med,unacc
300,low,med,5more,more,big,high,unacc
300,vhigh,med,5more,2,med,low,unacc
301,vhigh,med,4,more,med,high,acc
301,low,low,4,4,med,med,acc
301,vhigh,med,5more,2,med,med,acc
301,vhigh,med,4,more,med,high,good
301,low,low,4,4,med,med,good
301,vhigh,med,5more,2,med,med,good
301,vhigh,med,4,more,med,high,unacc
301,low,low,4,4,med,med,unacc
301,vhigh,med,5more,2,med,med,unacc
302,low,high,4,more,med,high,vgood
302,low,low,3,more,big,med,vgood
302,low,high,4,more,med,high,good
302,low,low,3,more,big,med,good
303,low,high,4,4,med,med,acc
303,med,low,4,more,med,high,acc
303,low,low,5more,more,small,high,acc
303,vhigh,med,5more,2,big,low,acc
303,low,high,4,4,med,med,vgood
303,med,low,4,more,med,high,vgood
303,low,low,5more,more,small,high,vgood
303,vhigh,med,5more,2,big,low,vgood
303,low,high,4,4,med,med,good
303,med,low,4,more,med,high,good
303,low,low,5more,more,small,high,good
303,vhigh,med,5more,2,big,low,good
303,low,high,4,4,med,med,unacc
303,med,low,4,more,med,high,unacc
303,low,low,5more,more,small,high,unacc
303,vhigh,med,5more,2,big,low,unacc
304,low,high,3,4,big,high,vgood
304,vhigh,med,5more,2,big,med,vgood
304,low,low,4,more,small,high,vgood
304,med,med,5more,4,med,med,vgood
304,low,high,3,4,big,high,unacc
304,vhigh,med,5more,2,big,med,unacc
304,low,low,4,more,small,high,unacc
304,med,med,5more,4,med,med,unacc
304,low,high,3,4,big,high,good
304,vhigh,med,5more,2,big,med,good
304,low,low,4,more,small,high,good
304,med,med,5more,4,med,med,good
304,low,high,3,4,big,high,acc
304,vhigh,med,5more,2,big,med,acc
304,low,low,4,more,small,high,acc
304,med,med,5more,4,med,med,acc
305,vhigh,low,3,more,med,high,acc
305,low,low,4,4,small,high,acc
305,vhigh,low,3,more,med,high,good
305,low,low,4,4,small,high,good
306,med,low,2,4,med,high,good
306,vhigh,med,5more,4,small,low,good
306,med,low,2,4,med,high,unacc
306,vhigh,med,5more,4,small,low,unacc
307,low,med,4,4,big,med,good
307,low,high,4,4,med,med,good
307,low,high,5more,4,big,high,good
307,vhigh,med,5more,4,small,med,good
307,low,med,4,4,big,med,acc
307,low,high,4,4,med,med,acc
307,low,high,5more,4,big,high,acc
307,vhigh,med,5more,4,small,med,acc
307,low,med,4,4,big,med,vgood
307,low,high,4,4,med,med,vgood
307,low,high,5more,4,big,high,vgood
307,vhigh,med,5more,4,small,med,vgood
307,low,med,4,4,big,med,unacc
307,low,high,4,4,med,med,unacc
307,low,high,5more,4,big,high,unacc
307,vhigh,med,5more,4,small,med,unacc
308,low,high,4,more,big,high,vgood
309,med,low,5more,more,small,high,good
309,vhigh,med,5more,4,med,low,good
309,med,low,5more,more,small,high,unacc
309,vhigh,med,5more,4,med,low,unacc
310,low,med,4,more,med,high,vgood
310,med,low,2,more,med,med,vgood
310,med,low,3,4,big,med,vgood
310,low,med,4,more,med,high,acc
310,med,low,2,more,med,med,acc
310,med,low,3,4,big,med,acc
310,low,med,4,more,med,high,good
310,med,low,2,more,med,med,good
310,med,low,3,4,big,med,good
311,low,low,4,more,big,high,vgood
311,med,low,4,4,med,med,vgood
311,low,low,4,more,big,high,good
311,med,low,4,4,med,med,good
312,med,vhigh,5more,more,big,med,acc
313,med,med,4,4,med,high,vgood
313,low,med,3,4,med,high,vgood
313,med,med,4,4,med,high,good
313,low,med,3,4,med,high,good
314,vhigh,med,2,more,big,high,acc
314,low,low,3,4,big,med,acc
314,low,low,5more,more,big,high,acc
314,vhigh,med,2,more,big,high,good
314,low,low,3,4,big,med,good
314,low,low,5more,more,big,high,good
314,vhigh,med,2,more,big,high,vgood
314,low,low,3,4,big,med,vgood
314,low,low,5more,more,big,high,vgood
315,med,med,4,more,big,med,acc
315,med,med,5more,4,big,high,acc
315,vhigh,med,5more,more,small,low,acc
315,med,low,2,4,med,high,acc
315,med,med,4,more,big,med,vgood
315,med,med,5more,4,big,high,vgood
315,vhigh,med,5more,more,small,low,vgood
315,med,low,2,4,med,high,vgood
315,med,med,4,more,big,med,unacc
315,med,med,5more,4,big,high,unacc
315,vhigh,med,5more,more,small,low,unacc
315,med,low,2,4,med,high,unacc
315,med,med,4,more,big,med,good
315,med,med,5more,4,big,high,good
315,vhigh,med,5more,more,small,low,good
315,med,low,2,4,med,high,good
316,low,high,4,more,big,high,vgood
316,vhigh,med,5more,more,small,med,vgood
316,low,med,4,more,med,med,vgood
316,low,high,4,more,big,high,unacc
316,vhigh,med,5more,more,small,med,unacc
316,low,med,4,more,med,med,unacc
316,low,high,4,more,big,high,good
316,vhigh,med,5more,more,small,med,good
316,low,med,4,more,med,med,good
317,low,low,2,more,big,high,vgood
318,low,med,2,4,big,med,good
319,med,low,5more,4,med,high,vgood
319,low,med,2,4,med,high,vgood
319,med,low,5more,4,med,high,good
319,low,med,2,4,med,high,good
320,med,vhigh,2,4,big,high,acc
320,low,med,4,4,med,high,acc
320,med,vhigh,2,4,big,high,vgood
320,low,med,4,4,med,high,vgood
321,med,low,4,4,med,high,vgood
321,med,low,3,4,med,high,vgood
321,vhigh,low,4,more,big,med,vgood
321,med,low,4,4,med,high,good
321,med,low,3,4,med,high,good
321,vhigh,low,4,more,big,med,good
321,med,low,4,4,med,high,acc
321,med,low,3,4,med,high,acc
321,vhigh,low,4,more,big,med,acc
322,low,high,3,more,big,high,vgood
322,low,med,4,4,med,med,vgood
322,low,vhigh,5more,more,small,high,vgood
322,low,high,3,more,big,high,good
322,low,med,4,4,med,med,good
322,low,vhigh,5more,more,small,high,good
322,low,high,3,more,big,high,acc
322,low,med,4,4,med,med,acc
322,low,vhigh,5more,more,small,high,acc
323,low,low,3,4,small,high,good
323,low,vhigh,4,4,big,high,good
323,med,low,4,4,big,high,good
323,low,low,3,4,small,high,acc
323,low,vhigh,4,4,big,high,acc
323,med,low,4,4,big,high,acc
323,low,low,3,4,small,high,vgood
323,low,vhigh,4,4,big,high,vgood
323,med,low,4,4,big,high,vgood
324,low,low,3,4,big,med,good
324,low,high,2,4,big,high,good
324,vhigh,low,2,2,small,low,good
324,low,low,3,4,big,med,vgood
324,low,high,2,4,big,high,vgood
324,vhigh,low,2,2,small,low,vgood
324,low,low,3,4,big,med,unacc
324,low,high,2,4,big,high,unacc
324,vhigh,low,2,2,small,low,unacc
325,med,med,2,4,big,high,vgood
326,vhigh,low,2,2,small,high,unacc
326,low,high,3,more,big,high,unacc
326,low,vhigh,2,4,small,high,unacc
326,low,low,4,4,med,med,unacc
326,vhigh,low,2,2,small,high,vgood
326,low,high,3,more,big,high,vgood
326,low,vhigh,2,4,small,high,vgood
326,low,low,4,4,med,med,vgood
326,vhigh,low,2,2,small,high,acc
326,low,high,3,more,big,high,acc
326,low,vhigh,2,4,small,high,acc
326,low,low,4,4,med,med,acc
326,vhigh,low,2,2,small,high,good
326,low,high,3,more,big,high,good
326,low,vhigh,2,4,small,high,good
326,low,low,4,4,med,med,good
327,vhigh,low,3,4,small,high,acc
327,low,high,3,4,big,high,acc
327,low,low,5more,4,big,med,acc
327,vhigh,low,2,2,med,low,acc
327,vhigh,low,3,4,small,high,vgood
327,low,high,3,4,big,high,vgood
327,low,low,5more,4,big,med,vgood
327,vhigh,low,2,2,med,low,vgood
327,vhigh,low,3,4,small,high,good
327,low,high,3,4,big,high,good
327,low,low,5more,4,big,med,good
327,vhigh,low,2,2,med,low,good
327,vhigh,low,3,4,small,high,unacc
327,low,high,3,4,big,high,unacc
327,low,low,5more,4,big,med,unacc
327,vhigh,low,2,2,med,low,unacc
328,low,low,4,more,med,med,good
328,vhigh,low,2,2,med,med,good
328,low,low,4,more,med,med,unacc
328,vhigh,low,2,2,med,med,unacc
329,med,high,4,more,big,high,acc
329,low,high,5more,4,big,high,acc
329,vhigh,low,2,2,med,high,acc
329,low,low,2,4,small,high,acc
329,med,high,4,more,big,high,vgood
329,low,high,5more,4,big,high,vgood
329,vhigh,low,2,2,med,high,vgood
329,low,low,2,4,small,high,vgood
329,med,high,4,more,big,high,unacc
329,low,high,5more,4,big,high,unacc
329,vhigh,low,2,2,med,high,unacc
329,low,low,2,4,small,high,unacc
329,med,high,4,more,big,high,good
329,low,high,5more,4,big,high,good
329,vhigh,low,2,2,med,high,good
329,low,low,2,4,small,high,good
330,med,low,3,more,big,high,vgood
330,low,low,2,more,big,med,vgood
330,low,high,2,4,small,high,vgood
330,med,low,3,more,big,high,good
330,low,low,2,more,big,med,good
330,low,high,2,4,small,high,good
330,med,low,3,more,big,high,acc
330,low,low,2,more,big,med,acc
330,low,high,2,4,small,high,acc
331,vhigh,low,2,2,big,med,unacc
331,med,med,4,4,big,high,unacc
331,low,vhigh,5more,4,big,high,unacc
331,med,low,2,4,small,high,unacc
331,vhigh,low,2,2,big,med,vgood
331,med,med,4,4,big,high,vgood
331,low,vhigh,5more,4,big,high,vgood
331,med,low,2,4,small,high,vgood
331,vhigh,low,2,2,big,med,acc
331,med,med,4,4,big,high,acc
331,low,vhigh,5more,4,big,high,acc
331,med,low,2,4,small,high,acc
331,vhigh,low,2,2,big,med,good
331,med,med,4,4,big,high,good
331,low,vhigh,5more,4,big,high,good
331,med,low,2,4,small,high,good
332,vhigh,low,5more,4,big,high,acc
333,low,med,4,more,small,high,good
333,low,high,4,more,med,high,good
333,med,low,2,4,med,med,good
333,vhigh,low,2,4,small,low,good
333,low,med,4,more,small,high,vgood
333,low,high,4,more,med,high,vgood
333,med,low,2,4,med,med,vgood
333,vhigh,low,2,4,small,low,vgood
333,low,med,4,more,small,high,acc
333,low,high,4,more,med,high,acc
333,med,low,2,4,med,med,acc
333,vhigh,low,2,4,small,low,acc
333,low,med,4,more,small,high,unacc
333,low,high,4,more,med,high,unacc
333,med,low,2,4,med,med,unacc
333,vhigh,low,2,4,small,low,unacc
334,vhigh,low,2,4,small,med,unacc
334,low,med,2,more,med,high,unacc
334,low,low,2,more,big,high,unacc
334,vhigh,low,2,4,small,med,good
334,low,med,2,more,med,high,good
334,low,low,2,more,big,high,good
334,vhigh,low,2,4,small,med,vgood
334,low,med,2,more,med,high,vgood
334,low,low,2,more,big,high,vgood
335,low,high,5more,more,big,high,vgood
335,low,vhigh,4,more,big,med,vgood
335,med,low,4,4,small,high,vgood
335,low,high,5more,more,big,high,acc
335,low,vhigh,4,more,big,med,acc
335,med,low,4,4,small,high,acc
335,low,high,5more,more,big,high,good
335,low,vhigh,4,more,big,med,good
335,med,low,4,4,small,high,good
336,med,med,4,more,big,high,vgood
336,low,vhigh,5more,4,big,high,vgood
336,low,low,3,4,small,high,vgood
336,med,med,4,more,big,high,acc
336,low,vhigh,5more,4,big,high,acc
336,low,low,3,4,small,high,acc
336,med,med,4,more,big,high,good
336,low,vhigh,5more,4,big,high,good
336,low,low,3,4,small,high,good
337,low,med,4,4,med,med,good
337,med,med,3,4,med,med,good
337,low,med,3,more,big,high,good
337,low,med,4,4,med,med,acc
337,med,med,3,4,med,med,acc
337,low,med,3,more,big,high,acc
